Terrain,480.0,0.0
Terrain,432.0,0.0
Block,0.0,124.0
Block,940.0,124.0
Block,940.0,124.0
Block,0.0,124.0
Block,29.0,268.0
Block,911.0,268.0
Block,911.0,268.0
Block,29.0,268.0
Block,30.0,412.0
Block,910.0,412.0
Block,910.0,412.0
Block,30.0,412.0
Block,76.0,268.0
Block,864.0,268.0
Block,864.0,268.0
Block,76.0,268.0
Block,76.0,248.0
Block,864.0,248.0
Block,864.0,248.0
Block,76.0,248.0
Block,77.0,124.0
Block,863.0,124.0
Block,863.0,124.0
Block,77.0,124.0
Block,78.0,412.0
Block,862.0,412.0
Block,862.0,412.0
Block,78.0,412.0
Block,78.0,392.0
Block,862.0,392.0
Block,862.0,392.0
Block,78.0,392.0
Block,95.0,192.0
Block,845.0,192.0
Block,845.0,192.0
Block,95.0,192.0
Block,97.0,124.0
Block,843.0,124.0
Block,843.0,124.0
Block,97.0,124.0
Block,98.0,104.0
Block,842.0,104.0
Block,842.0,104.0
Block,98.0,104.0
Block,125.0,268.0
Block,815.0,268.0
Block,815.0,268.0
Block,125.0,268.0
Block,125.0,248.0
Block,815.0,248.0
Block,815.0,248.0
Block,125.0,248.0
Block,172.0,68.0
Block,768.0,68.0
Block,768.0,68.0
Block,172.0,68.0
Block,172.0,48.0
Block,768.0,48.0
Block,768.0,48.0
Block,172.0,48.0
Block,192.0,412.0
Block,748.0,412.0
Block,748.0,412.0
Block,192.0,412.0
Block,220.0,124.0
Block,720.0,124.0
Block,720.0,124.0
Block,220.0,124.0
Block,240.0,171.0
Block,700.0,171.0
Block,700.0,171.0
Block,240.0,171.0
Block,268.0,412.0
Block,672.0,412.0
Block,672.0,412.0
Block,268.0,412.0
Block,268.0,239.0
Block,672.0,239.0
Block,672.0,239.0
Block,268.0,239.0
Block,274.0,102.0
Block,666.0,102.0
Block,666.0,102.0
Block,274.0,102.0
Block,317.0,143.0
Block,623.0,143.0
Block,623.0,143.0
Block,317.0,143.0
Block,335.0,412.0
Block,605.0,412.0
Block,605.0,412.0
Block,335.0,412.0
Block,335.0,392.0
Block,605.0,392.0
Block,605.0,392.0
Block,335.0,392.0
Block,355.0,412.0
Block,585.0,412.0
Block,585.0,412.0
Block,355.0,412.0
Block,369.0,119.0
Block,571.0,119.0
Block,571.0,119.0
Block,369.0,119.0
Block,384.0,316.0
Block,556.0,316.0
Block,556.0,316.0
Block,384.0,316.0
Block,392.0,172.0
Block,548.0,172.0
Block,548.0,172.0
Block,392.0,172.0
Block,404.0,335.0
Block,536.0,335.0
Block,536.0,335.0
Block,404.0,335.0
Block,412.0,268.0
Block,528.0,268.0
Block,528.0,268.0
Block,412.0,268.0
Block,412.0,172.0
Block,528.0,172.0
Block,528.0,172.0
Block,412.0,172.0
Block,460.0,94.0
Block,480.0,94.0
Block,480.0,94.0
Block,460.0,94.0
Block,480.0,364.0
Block,460.0,364.0
Player,3.0,340.0
